City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,trapani,37.8333,12.6667,17.38,97,100,9.62,IT,1714533214
84,iskateley,67.6803,53.1512,-6.1,97,86,3.13,RU,1714533214
85,saint-pierre,-21.3393,55.4781,21.77,84,100,1.85,RE,1714533215
86,blackmans bay,-43.0167,147.3167,14.85,57,0,1.34,AU,1714533215
87,carnarvon,-24.8667,113.6333,29.4,48,68,6.18,AU,1714533215
88,morant bay,17.8815,-76.4093,25.2,90,7,2.53,JM,1714533215
89,zaozersk,69.4005,32.4476,-1.35,97,100,2.51,RU,1714533215
90,kailua-kona,19.6406,-155.9956,27.98,74,0,4.63,US,1714533215
91,sola,-13.8833,167.55,28.15,80,100,8.01,VU,1714533215
92,colonia,50.9333,6.95,14.98,85,0,0.51,DE,1714533215
93,alice springs,-23.7,133.8833,22.75,27,0,8.75,AU,1714533215
94,papao,-17.75,-149.55,28.82,83,72,11.32,PF,1714533216
95,nantucket,41.2835,-70.0995,9.44,87,100,6.69,US,1714533216
96,cold lake,54.4502,-110.2017,5.9,76,100,1.63,CA,1714533216
97,georgetown,5.4112,100.3354,31.96,74,20,1.03,MY,1714533216
98,scottburgh,-30.2867,30.7532,20.19,80,5,6.3,ZA,1714533216
99,lammi,61.0833,25.0167,4.36,84,18,0.91,FI,1714533216
100,zakamensk,50.3741,103.2863,9.0,36,100,0.99,RU,1714533216
101,kapa'a,22.0752,-159.319,26.99,73,0,3.6,US,1714533168
102,stanley,54.868,-1.6985,8.21,93,52,1.07,GB,1714533216
103,waitangi,-43.9535,-176.5597,14.34,96,100,1.79,NZ,1714533216
104,ludvika,60.1496,15.1878,2.96,74,89,1.01,SE,1714533217
105,udachny,66.4167,112.4,-5.86,94,100,4.08,RU,1714533217
106,st. john's,47.5649,-52.7093,3.97,97,100,0.89,CA,1714533203
107,kem',64.9555,34.5793,0.16,96,98,2.31,RU,1714533217
108,ciudad bolivar,8.1222,-63.5497,30.16,51,100,7.07,VE,1714533217
109,kampung sungai ara,5.327,100.2735,31.95,74,20,1.03,MY,1714533217
110,port elizabeth,-33.918,25.5701,15.17,79,2,2.31,ZA,1714533217
111,nikol'sk,53.7189,46.0712,11.08,89,100,4.52,RU,1714533217
112,dudinka,69.4058,86.1778,-13.51,92,100,3.13,RU,1714533218
113,gadzhiyevo,69.2551,33.3362,0.64,89,100,4.94,RU,1714533218
114,saint-philippe,-21.3585,55.7679,21.73,81,100,4.07,RE,1714533218
115,klaksvik,62.2266,-6.589,8.51,94,99,5.25,FO,1714533218
116,skelleftea,64.7507,20.9528,-0.56,100,100,2.06,SE,1714533218
117,whitehorse,60.7161,-135.0538,10.73,40,69,4.92,CA,1714532985
118,nar'yan-mar,67.6713,53.087,-6.05,97,83,3.13,RU,1714533218
119,utrik,11.2278,169.8474,27.37,79,95,8.88,MH,1714533218
120,talnakh,69.4865,88.3972,-13.77,93,100,2.16,RU,1714533218
121,aral,40.5156,81.2636,18.33,24,100,4.15,CN,1714533218
122,saipan,15.1355,145.701,28.39,89,100,9.77,MP,1714533219
123,correia pinto,-27.5847,-50.3611,18.06,98,15,0.85,BR,1714533219
124,diamantino,-14.4086,-56.4461,26.5,65,48,2.52,BR,1714533219
125,swakopmund,-22.6833,14.5333,17.21,82,0,0.45,NA,1714533040
126,vernon,50.2581,-119.2691,10.34,52,100,1.79,CA,1714533020
127,le vauclin,14.5452,-60.8388,26.03,83,40,1.03,MQ,1714533219
128,hirara,24.8,125.2833,24.01,91,100,6.42,JP,1714533081
129,birzebbuga,35.8258,14.5269,17.86,88,0,3.6,MT,1714533219
130,puerto natales,-51.7236,-72.4875,2.71,76,77,1.41,CL,1714533219
131,ruayer,43.0537,-5.5502,2.01,93,73,0.6,ES,1714533220
132,jawf al maqbabah,13.8378,45.8349,23.09,78,5,2.6,YE,1714533220
133,mahina,-17.5065,-149.489,28.87,70,20,4.12,PF,1714533220
134,sinop,41.7711,34.8709,10.2,96,98,1.3,TR,1714533220
135,susuman,62.7833,148.1667,-3.34,81,100,1.79,RU,1714533220
136,iqaluit,63.7506,-68.5145,-9.93,93,84,1.54,CA,1714532944
137,qaqortoq,60.7167,-46.0333,1.16,98,100,1.12,GL,1714533220
138,katsuren-haebaru,26.3369,127.8719,25.21,86,75,4.12,JP,1714533192
139,sao gabriel da cachoeira,-0.1303,-67.0892,23.56,98,87,1.22,BR,1714533220
140,happy valley-goose bay,53.3168,-60.3315,0.82,95,100,4.87,CA,1714533221
141,nieuw amsterdam,5.8833,-55.0833,26.09,89,99,3.61,SR,1714533221
142,leh,34.1667,77.5833,-4.62,68,100,1.83,IN,1714533102
143,lubango,-14.9172,13.4925,13.82,47,5,1.44,AO,1714533146
144,isafjordur,66.0755,-23.124,0.91,80,100,1.6,IS,1714533221
145,kedougou,12.5579,-12.1743,33.2,24,53,1.05,SN,1714533221
146,keren,15.7778,38.4581,20.57,30,0,0.79,ER,1714533221
147,port mathurin,-19.6833,63.4167,25.51,65,100,7.29,MU,1714533221
148,ntoum,0.3833,9.7833,23.93,93,99,0.82,GA,1714533221
149,bredasdorp,-34.5322,20.0403,13.64,89,21,2.36,ZA,1714533222
150,lethem,3.3803,-59.7968,25.66,88,100,2.26,GY,1714533222
151,hermanus,-34.4187,19.2345,14.9,82,3,3.42,ZA,1714533222
152,atafu village,-8.5421,-172.5159,29.36,74,100,1.76,TK,1714533222
153,ribeira grande,38.5167,-28.7,17.65,89,100,5.81,PT,1714533222
154,tralee,52.2704,-9.7026,4.83,96,83,1.99,IE,1714533222
155,nuku'alofa,-21.1333,-175.2,30.19,79,40,4.63,TO,1714533222
156,necochea,-38.5473,-58.7368,11.84,42,59,4.34,AR,1714533169
157,fredericton,45.9454,-66.6656,7.43,66,100,0.89,CA,1714533115
158,fortuna,40.5982,-124.1573,11.48,80,75,7.2,US,1714533223
159,northam,51.0333,-4.2167,8.12,96,100,3.32,GB,1714533223
160,bukama,-9.2,25.85,18.95,83,76,1.36,CD,1714533223
161,deschutes river woods,43.9915,-121.3584,4.62,58,27,4.63,US,1714533223
162,yaren,-0.5472,166.916,28.94,77,38,5.1,NR,1714533223
163,castillos,-34.1667,-53.8333,19.19,99,75,1.71,UY,1714533223
164,tolanaro,-25.0319,46.9987,21.03,91,9,3.47,MG,1714533223
165,mbaiki,3.8678,17.9892,23.32,81,97,0.62,CF,1714533223
166,don luan,11.5333,106.9167,33.86,42,76,2.58,VN,1714533223
167,porirua,-41.1333,174.85,15.86,83,100,6.7,NZ,1714533224
168,fortaleza,-3.7227,-38.5247,26.23,94,0,1.54,BR,1714533201
169,puerto carreno,6.189,-67.4859,27.98,72,100,1.5,CO,1714533224
170,saldanha,-33.0117,17.9442,14.48,94,56,3.32,ZA,1714533224
171,cambria,35.5641,-121.0808,19.58,86,0,1.34,US,1714533224
172,college,64.8569,-147.8028,10.99,47,75,4.63,US,1714533224
173,longyearbyen,78.2186,15.6401,0.91,75,75,1.54,SJ,1714533224
174,nieuw nickerie,5.95,-56.9833,26.7,86,100,4.6,SR,1714533224
175,new norfolk,-42.7826,147.0587,15.51,38,2,1.36,AU,1714533225
176,namibe,-15.1961,12.1522,25.05,60,35,1.17,AO,1714533225
177,rabaul,-4.1967,152.1721,29.03,73,100,2.75,PG,1714533225
178,vilyuchinsk,52.9306,158.4028,8.15,51,89,3.7,RU,1714533115
179,jorpeland,59.0225,6.0408,15.06,75,99,4.06,NO,1714533225
180,jackson,42.4165,-122.8345,11.93,52,0,4.63,US,1714533060
181,remire-montjoly,4.9167,-52.2667,26.02,94,75,1.03,GF,1714533225
182,greymouth,-42.4667,171.2,13.06,89,91,3.49,NZ,1714533225
183,lata,40.1629,-8.3327,8.93,98,80,1.5,PT,1714533226
184,port alfred,-33.5906,26.891,16.91,88,28,3.36,ZA,1714533226
185,mount isa,-20.7333,139.5,29.87,37,5,5.66,AU,1714532978
186,monroeville,40.4212,-79.7881,17.14,87,75,2.57,US,1714533076
187,halifax,44.6453,-63.5724,3.58,78,11,2.24,CA,1714533226
188,sassandra,4.95,-6.0833,27.33,88,100,3.57,CI,1714533226
189,mejit,10.2753,170.8646,27.81,79,95,8.78,MH,1714533226
190,polyarnyy,69.1989,33.4478,0.57,88,100,4.76,RU,1714533226
191,edd,13.9297,41.6925,31.11,64,4,8.18,ER,1714533226
192,el porvenir,13.7617,-87.3458,26.63,87,99,1.07,HN,1714533227
193,svitlovods'k,49.0489,33.2411,10.47,67,0,1.79,UA,1714533227
194,haiku-pauwela,20.9219,-156.3051,27.01,70,40,4.63,US,1714533227
195,skovorodino,53.9833,123.9167,16.86,31,100,4.09,RU,1714533227
196,bardai,11.65,7.2333,26.06,35,48,4.93,NG,1714533227
197,vadso,70.0744,29.7487,1.49,80,100,3.6,NO,1714533227
198,basoko,1.2391,23.616,23.36,87,100,0.58,CD,1714533227
199,ad dilam,23.9915,47.1627,20.83,77,76,3.77,SA,1714533228
200,palikir - national government center,6.9248,158.1611,31.47,70,100,5.66,FM,1714533228
201,chern',53.4523,36.9145,10.05,88,46,3.48,RU,1714533228
202,codrington,-38.2667,141.9667,15.78,61,53,7.09,AU,1714533228
203,mongu,-15.2484,23.1274,14.4,53,6,1.97,ZM,1714533228
204,darovskoy,58.77,47.9564,5.29,93,100,4.0,RU,1714533228
205,chachersk,52.9164,30.9179,9.8,80,19,2.79,BY,1714533023
206,namyang,42.95,129.8667,19.35,24,0,2.11,KP,1714533228
207,san antonio de pale,-1.4014,5.6325,28.36,83,100,3.67,GQ,1714533229
208,okhotsk,59.3833,143.3,-0.24,84,55,9.64,RU,1714533229
209,punta arenas,-53.15,-70.9167,-0.94,86,0,3.09,CL,1714533229
210,barclayville,4.6797,-8.2339,25.44,93,99,1.67,LR,1714533229
211,port douglas,-16.4833,145.4667,26.65,75,82,6.37,AU,1714533229
212,sorong,-0.8833,131.25,28.13,76,100,1.91,ID,1714533229
213,galveston,29.3669,-94.9669,24.54,88,75,3.6,US,1714533121
214,dapa,9.7594,126.0531,29.04,65,100,4.46,PH,1714533230
215,al ghayzah,16.2079,52.176,29.45,73,100,5.74,YE,1714533230
216,uturoa,-16.7333,-151.4333,27.65,76,43,9.27,PF,1714533230
217,canutama,-6.5339,-64.3831,24.04,96,34,1.36,BR,1714533230
218,mulanje,-16.0316,35.5,16.5,89,4,1.52,MW,1714533230
219,hit,33.6416,42.8251,20.49,72,74,5.57,IQ,1714533230
220,cadale,2.7603,46.3222,28.36,75,98,4.98,SO,1714533230
221,iguape,-24.7081,-47.5553,22.73,89,0,1.67,BR,1714533076
222,bhadra,29.1167,75.1667,26.23,21,0,3.75,IN,1714533231
223,nadym,65.5333,72.5167,-8.35,96,100,4.95,RU,1714533231
224,castel bolognese,44.3207,11.7999,17.51,73,100,0.6,IT,1714533231
225,vanino,49.0869,140.2543,10.51,54,47,3.15,RU,1714533007
226,antalaha,-14.9003,50.2788,24.15,93,88,2.46,MG,1714533231
227,jiuquan,39.7432,98.5174,16.3,9,98,4.38,CN,1714533231
228,fort mcmurray,56.7268,-111.381,3.66,97,100,3.77,CA,1714533231
229,aasiaat,68.7098,-52.8699,-12.67,91,65,0.86,GL,1714533231
230,alofi,-19.0595,-169.9187,28.94,70,20,5.14,NU,1714533231
231,berdigestyakh,62.0989,126.6992,0.61,98,81,4.04,RU,1714533231
232,lufilufi,-13.8745,-171.5986,29.01,81,100,7.21,WS,1714533232
233,sao paulo do potengi,-5.895,-35.7628,25.06,93,92,2.08,BR,1714533232
234,fort bragg,35.139,-79.006,22.91,76,100,3.6,US,1714533232
235,newman,37.3138,-121.0208,20.13,42,10,4.47,US,1714533051
236,broome,42.2506,-75.833,15.39,96,100,1.34,US,1714533232
237,muravlenko,63.7898,74.523,-7.31,93,99,3.9,RU,1714533232
238,al qadarif,14.0349,35.3834,27.57,11,0,4.03,SD,1714533233
239,wodonga,-36.1167,146.8833,20.62,100,0,1.52,AU,1714533233
240,santa terezinha,-29.9002,-50.0904,21.18,93,99,4.37,BR,1714533233
241,ilebo,-4.3167,20.5833,22.24,81,100,0.25,CD,1714533233
242,antofagasta,-23.65,-70.4,17.8,80,5,1.68,CL,1714533147
243,lazaro cardenas,17.9583,-102.2,24.33,81,36,1.51,MX,1714533233
244,kidal,18.4411,1.4078,27.93,18,13,6.11,ML,1714533233
245,portland,45.5234,-122.6762,10.2,84,40,1.54,US,1714533036
246,shatrovo,56.5167,64.6333,6.94,59,100,2.8,RU,1714533233
247,sitka,57.0531,-135.33,9.94,71,75,5.66,US,1714533233
248,seydi,39.4816,62.9137,21.68,12,7,2.37,TM,1714533234
249,zhelezinka,53.54,75.3072,4.97,38,98,2.74,KZ,1714533234
250,rakops,-21.0167,24.3333,17.06,31,0,2.59,BW,1714533080
251,pangai,-19.8,-174.35,27.92,80,2,4.38,TO,1714533234
252,vorkuta,67.5,64.0,-9.94,94,96,2.24,RU,1714533234
253,praia da vitoria,38.7333,-27.0667,14.37,84,100,3.16,PT,1714533234
254,khorixas,-20.3667,14.9667,21.32,30,0,4.18,NA,1714533234
255,zonguldak,41.25,31.8333,12.86,99,100,0.16,TR,1714533235
256,zambezi,-13.5432,23.1047,12.77,63,8,1.79,ZM,1714533235
257,jayapura,-2.5333,140.7,32.66,73,82,2.92,ID,1714533235
258,smithers,54.7804,-127.1743,7.86,68,99,1.34,CA,1714533235
259,kikwit,-5.041,18.8162,22.34,71,100,1.52,CD,1714533235
260,seosan,36.7817,126.4522,17.28,54,100,4.01,KR,1714533235
261,cabo san lucas,22.8909,-109.9124,26.61,33,75,4.12,MX,1714532993
262,laojunmiao,39.8333,97.7333,12.0,14,100,5.32,CN,1714533236
263,tindouf,27.6711,-8.1474,15.86,42,0,3.49,DZ,1714533236
264,bulata,9.8599,122.4016,30.62,66,100,2.79,PH,1714533236
265,sumbawa besar,-8.5,117.4333,32.33,59,73,2.85,ID,1714533236
266,lugoba,-6.45,38.3333,20.59,90,91,1.9,TZ,1714532959
267,saudarkrokur,65.7461,-19.6394,0.84,93,94,0.8,IS,1714533236
268,eger,47.9026,20.3733,9.95,84,8,1.8,HU,1714533236
269,bukoba,-1.3317,31.8122,19.68,87,42,2.01,TZ,1714533236
270,tofol,5.3248,163.0078,28.3,83,100,10.03,FM,1714533236
271,ancud,-41.8697,-73.8203,8.2,84,100,2.3,CL,1714533199
272,tshabong,-26.05,22.45,19.96,35,0,4.78,BW,1714533237
273,puerto real,36.5282,-6.1901,16.25,88,40,5.14,ES,1714533237
274,meadow lakes,61.6247,-149.6011,10.5,61,100,0.0,US,1714533237
275,al muwayh,22.4333,41.7583,19.31,77,10,3.81,SA,1714533237
276,kavieng,-2.5744,150.7967,29.0,73,48,2.39,PG,1714533237
277,freetown,8.484,-13.2299,26.58,89,32,2.05,SL,1714533237
278,afaahiti,-17.75,-149.2833,27.93,81,93,10.03,PF,1714533237
279,kaa-khem,51.6833,94.7333,4.67,73,100,0.83,RU,1714533238
280,constantia,44.1833,28.65,12.38,84,100,7.68,RO,1714532938
281,timbuktu,16.7735,-3.0074,25.63,13,2,5.24,ML,1714533238
282,palmer,42.1584,-72.3287,12.32,79,100,0.0,US,1714533238
283,jodhpur,26.2867,73.03,26.56,21,0,1.79,IN,1714533238
284,lake city,30.1897,-82.6393,23.21,84,0,0.0,US,1714533238
285,mana,5.6592,-53.7767,26.25,86,100,3.2,GF,1714533238
286,guna,24.65,77.3167,30.38,9,0,4.83,IN,1714533238
287,pasighat,28.0667,95.3333,25.57,58,94,1.78,IN,1714533238
288,fale old settlement,-9.3852,-171.2468,29.54,74,100,2.51,TK,1714533239
289,lazarevskoye,43.9061,39.3331,15.08,88,100,1.45,RU,1714533239
290,erenhot,43.6475,111.9767,19.06,10,3,10.15,CN,1714533239
291,yuci,37.6803,112.7319,15.86,44,97,2.0,CN,1714533239
292,natal,-5.795,-35.2094,25.36,88,20,1.54,BR,1714533102
293,darwin,-12.4611,130.8418,32.19,53,40,8.23,AU,1714533239
294,egilsstadir,65.2653,-14.3948,0.12,91,30,1.13,IS,1714533239
295,malyye derbety,47.9547,44.6808,11.54,59,7,2.24,RU,1714533239
296,kombissiri,12.0656,-1.3375,30.26,23,9,2.95,BF,1714533240
297,caister-on-sea,52.6481,1.7265,12.43,97,100,3.88,GB,1714533240
298,constitucion,-35.3333,-72.4167,11.78,84,99,2.11,CL,1714533240
299,minas de marcona,-15.2119,-75.1103,16.3,87,13,4.38,PE,1714533240
300,oyon,-10.6681,-76.7731,4.23,88,82,1.74,PE,1714533240
301,bamboo flat,11.7,92.7167,32.05,66,100,2.06,IN,1714533240
302,walterboro,32.9052,-80.6668,21.89,94,75,1.54,US,1714533076
303,antsohihy,-14.8796,47.9875,24.48,81,91,3.22,MG,1714533240
304,nemuro,43.3236,145.575,3.65,80,24,8.75,JP,1714533241
305,kelibia,36.8476,11.0939,15.33,84,92,5.25,TN,1714533241
306,piton saint-leu,-21.2196,55.3151,22.04,81,100,2.54,RE,1714533045
307,wynyard,-41.0,145.7167,15.01,56,25,3.84,AU,1714533241
308,holualoa,19.6228,-155.9522,25.91,78,0,4.63,US,1714533241
309,cole harbour,44.6724,-63.4751,3.29,78,10,2.24,CA,1714533241
310,tenkodogo,11.78,-0.3697,33.32,18,18,4.9,BF,1714533241
311,justo daract,-33.8594,-65.1828,9.71,74,98,2.49,AR,1714533241
312,yanam,16.7333,82.2167,34.75,48,49,2.81,IN,1714533242
313,santa vitoria do palmar,-33.5189,-53.3681,20.97,99,100,2.85,BR,1714533242
314,ca mau,9.1769,105.15,38.34,34,87,1.67,VN,1714533242
315,nema,57.5067,50.5011,8.56,86,100,7.0,RU,1714533242
316,saint-joseph,-21.3667,55.6167,21.17,82,100,3.49,RE,1714533242
317,pastos bons,-6.6017,-44.0767,21.94,87,2,1.03,BR,1714533242
318,menongue,-14.6585,17.691,12.03,64,2,1.41,AO,1714533242
319,poronaysk,49.2167,143.1167,6.48,68,57,5.65,RU,1714533242
320,laguna,38.421,-121.4238,22.08,46,0,4.12,US,1714533242
321,messini,37.0511,22.0078,16.77,94,20,0.0,GR,1714533243
322,fort saskatchewan,53.7168,-113.2187,2.78,94,100,4.92,CA,1714533243
323,toliara,-23.35,43.6667,22.27,78,6,2.03,MG,1714533243
324,ar rutbah,33.0381,40.2848,17.04,77,100,2.59,IQ,1714533243
325,lompoc,34.6391,-120.4579,14.36,76,0,11.18,US,1714533187
326,shwebo,22.5667,95.7,35.53,38,88,4.51,MM,1714533243
327,usinsk,65.9939,57.5281,-5.52,93,90,4.47,RU,1714533243
328,tinaquillo,9.9186,-68.3047,25.12,77,37,1.58,VE,1714533243
329,vila velha,-20.3297,-40.2925,23.86,95,20,1.03,BR,1714533069
330,khandyga,62.6667,135.6,1.4,89,81,1.86,RU,1714533244
331,anadyr,64.75,177.4833,0.28,55,0,3.58,RU,1714533244
332,miquelon,47.0975,-56.3814,7.0,94,57,7.68,PM,1714533244
333,kamina,-8.7386,24.9906,16.1,90,98,1.04,CD,1714533244
334,el colomo,19.05,-104.25,23.99,73,100,0.56,MX,1714533244
335,esil,51.9556,66.4042,5.5,68,0,4.74,KZ,1714533244
336,vallenar,-28.5708,-70.7581,20.88,26,100,0.37,CL,1714533244
337,benguela,-12.5763,13.4055,24.99,71,91,1.62,AO,1714533244
338,oakham,52.6667,-0.7333,10.25,98,57,2.33,GB,1714533245
339,eilat,29.5581,34.9482,21.91,43,0,4.12,IL,1714533245
340,nchelenge,-9.3451,28.734,17.62,77,18,2.66,ZM,1714533245
341,wau,7.7029,27.9953,27.39,59,87,1.15,SS,1714533245
342,kone,-21.0595,164.8658,26.81,53,39,1.35,NC,1714532954
343,indramayu,-6.3264,108.32,29.78,71,100,5.29,ID,1714533245
344,san carlos,9.6612,-68.5827,28.04,62,57,1.27,VE,1714533245
345,hasaki,35.7333,140.8333,16.27,83,100,11.05,JP,1714533245
346,bel ombre,-4.6167,55.4167,28.72,76,90,3.97,SC,1714533246
347,al hufuf,25.3646,49.5653,21.19,94,75,5.14,SA,1714533246
348,howard springs,-12.497,131.047,32.15,67,21,5.4,AU,1714533246
349,potosi,-19.5836,-65.7531,10.93,60,16,0.92,BO,1714533246
350,posto fiscal rolim de moura,-13.0833,-62.2667,25.31,78,45,1.46,BR,1714533151
351,taoudenni,22.6783,-3.9836,23.12,11,15,3.57,ML,1714533246
352,aginskoye,51.1,114.53,9.84,21,86,11.57,RU,1714533246
353,lubang,13.8584,120.124,29.39,76,100,7.69,PH,1714533246
354,keelung,25.1283,121.7419,27.94,82,100,2.63,TW,1714533246
355,lethbridge,49.7,-112.8186,2.58,90,100,3.19,CA,1714533247
356,leava,-14.3,-178.1667,29.48,78,39,7.3,WF,1714533247
357,anuradhapura,8.3565,80.4173,29.54,73,48,3.3,LK,1714533247
358,phillip island,-38.4835,145.231,19.36,64,31,5.98,AU,1714533247
359,arar,30.9753,41.0381,17.01,94,40,3.6,SA,1714533247
360,langxiang,46.95,128.8833,18.02,23,1,3.68,CN,1714533247
361,malmedy,50.4269,6.0279,12.9,87,100,2.57,BE,1714533247
362,klyuchi,52.2667,79.1667,2.15,95,100,5.99,RU,1714533247
363,arraial do cabo,-22.9661,-42.0278,24.17,90,0,9.88,BR,1714533223
364,lautoka,-17.6167,177.4667,30.92,62,75,4.63,FJ,1714533156
365,snezhnogorsk,69.1933,33.2531,0.88,90,100,4.06,RU,1714533147
